team,opendota_id,rank,rating,slug,,tier
"FunGameKZ

1,000",1996,43,0,1996-fungamekz,,5
"Funny Cherrys

1,000",5716,43,0,5716-funny-cherrys,,5
"furious 5

1,000",5411,43,0,5411-furious-5,,5
"FWB.MAu

1,000",5154,43,0,5154-fwb-mau,,5
"Fünfer Failstack

1,000",2477,43,0,2477-funfer-failstack,,5
"G G G G BABY BABY

1,000",2512,43,0,2512-g-g-g-g-baby-baby,,5
"G.A.B.E.N.

1,000",3605,43,0,3605-g-a-b-e-n,,5
"G3TO

1,000",3400,43,0,3400-g3to,,5
"G[six]

1,000",2248,43,0,2248-g-six,,5
"Gahi gaming

1,000",5354,43,0,5354-gahi-gaming,,5
"gaLia Squad

1,000",3779,43,0,3779-galia-squad,,5
"Game-Over

1,000",2359,43,0,2359-game-over,,5
"Gaming Star

1,000",5791,43,0,5791-gaming-star,,5
"GangBang

1,000",1418,43,0,1418-gangbang,,5
"Ganja

1,000",4303,43,0,4303-ganja,,5
"GankOrDie

1,000",2199,43,0,2199-gankordie,,5
"GankStarz

1,000",2664,43,0,2664-gankstarz,,5
"Garena+

1,000",5737,43,0,5737-garena,,5
"Gear

1,000",4353,43,0,4353-gear,,5
"GenerationOFmiracles

1,000",2966,43,0,2966-generationofmiracles,,5
"Genesis.

1,000",2859,43,0,2859-genesis,,5
"Gentleman

1,000",5538,43,0,5538-gentleman,,5
"GGame DTeam

1,000",6295,43,0,6295-ggame-dteam,,5
"GGint

1,000",2143,43,0,2143-ggint,,5
"GGnet admin forces

1,000",4125,43,0,4125-ggnet-admin-forces,,5
"Ghost Assassins

1,000",5916,43,0,5916-ghost-assassins,,5
"GIANTS! Gaming

1,000",2260,43,0,2260-giants-gaming,,5
"Give Me Your Money

1,000",5809,43,0,5809-give-me-your-money,,5
"gjWHY

1,000",3401,43,0,3401-gjwhy,,5
"Gladiators From Hell

1,000",4057,43,0,4057-gladiators-from-hell,,5
"Global Maize

1,000",5485,43,0,5485-global-maize,,5
"GMS

1,000",4313,43,0,4313-gms,,5
"Gn

1,000",473,43,0,473-gn,,5
"Goblin's

1,000",4249,43,0,4249-goblin-s,,5
"GoesOn

1,000",6135,43,0,6135-goeson,,5
"Golden Frogs

1,000",4853,43,0,4853-golden-frogs,,5
"Golden's Five

1,000",5754,43,0,5754-golden-s-five,,5
"Good Game

1,000",2122,43,0,2122-good-game,,5
"Good luck in Hell

1,000",4719,43,0,4719-good-luck-in-hell,,5
"Good.Luck

1,000",3425,43,0,3425-good-luck,,5
"Goodbyeteam

1,000",4703,43,0,4703-goodbyeteam,,5
"GooZex

1,000",5147,43,0,5147-goozex,,5
"Gotta Catch 'em All!

1,000",2212,43,0,2212-gotta-catch-em-all,,5
"Gramy sobie

1,000",3051,43,0,3051-gramy-sobie,,5
"Graviora Manent

1,000",3544,43,0,3544-graviora-manent,,5
"Groovy` Style Inc

1,000",5920,43,0,5920-groovy-style-inc,,5
"Guggääh

1,000",2549,43,0,2549-guggaah,,5
"guilo2

1,000",4492,43,0,4492-guilo2,,5
"GuiQiuYiBai

1,000",4610,43,0,4610-guiqiuyibai,,5
"Gungho

1,000",4840,43,0,4840-gungho,,5
"Gween.Team

1,000",5681,43,0,5681-gween-team,,5
"HA

1,000",5922,43,0,5922-ha,,5
"Hail RioPreto

1,000",2584,43,0,2584-hail-riopreto,,5
"Hair Back

1,000",6060,43,0,6060-hair-back,,5
"halloween cat

1,000",3539,43,0,3539-halloween-cat,,5
"Hard As a Motherfucker

1,000",3343,43,0,3343-hard-as-a-motherfucker,,5
"Hard Dota Player

1,000",2450,43,0,2450-hard-dota-player,,5
"Hard to Defeat

1,000",6179,43,0,6179-hard-to-defeat,,5
"Hard_skiLL

1,000",4757,43,0,4757-hard-skill,,5
"harm

1,000",2153,43,0,2153-harm,,5
"Have A Nice Day

1,000",3167,43,0,3167-have-a-nice-day,,5
"HawkEye

1,000",3723,43,0,3723-hawkeye,,5
"Hax

1,000",2362,43,0,2362-hax,,5
"Hayahay

1,000",3271,43,0,3271-hayahay,,5
"HayGraund

1,000",4827,43,0,4827-haygraund,,5
"Heart Attacks

1,000",2862,43,0,2862-heart-attacks,,5
"HelionGaming

1,000",3754,43,0,3754-heliongaming,,5
"Hell-Gaming

1,000",3456,43,0,3456-hell-gaming,,5
"Hell-Gaming.My

1,000",6028,43,0,6028-hell-gaming-my,,5
"Hello From Siberia

1,000",3020,43,0,3020-hello-from-siberia,,5
"Hentai

1,000",3312,43,0,3312-hentai,,5
"Heraldic shield

1,000",5169,43,0,5169-heraldic-shield,,5
"Here To Win

1,000",5015,43,0,5015-here-to-win,,5
"HEYKG

1,000",1512,43,0,1512-heykg,,5
"HIGH RANKERS PERU

1,000",5506,43,0,5506-high-rankers-peru,,5
"Hipsters over There

1,000",4859,43,0,4859-hipsters-over-there,,5
"HITZ

1,000",4917,43,0,4917-hitz,,5
"Hodie Nos Mos Lucror

1,000",6360,43,0,6360-hodie-nos-mos-lucror,,5
"HOI

1,000",5428,43,0,5428-hoi,,5
"Holy strong Team

1,000",4763,43,0,4763-holy-strong-team,,5
"hOlyGuyzzz

1,000",5949,43,0,5949-holyguyzzz,,5
"Homie Gaming

1,000",4276,43,0,4276-homie-gaming,,5
"Homo Homini lupus est

1,000",4919,43,0,4919-homo-homini-lupus-est,,5
"Homra

1,000",3833,43,0,3833-homra,,5
"HoNtrash

1,000",4100,43,0,4100-hontrash,,5
"hosni23

1,000",1309,43,0,1309-hosni23,,5
"Hostel Noobs

1,000",5746,43,0,5746-hostel-noobs,,5
"HotWings

1,000",4514,43,0,4514-hotwings,,5
"HTDI

1,000",5776,43,0,5776-htdi,,5
"htpm

1,000",5057,43,0,5057-htpm,,5
"I Haz No Idea

1,000",4412,43,0,4412-i-haz-no-idea,,5
"I LOVE RAIN

1,000",6312,43,0,6312-i-love-rain,,5
"Ice Shards

1,000",2942,43,0,2942-ice-shards,,5
"Ice Shield

1,000",5360,43,0,5360-ice-shield,,5
"idealgamerz

1,000",6187,43,0,6187-idealgamerz,,5
"Idol Nation

1,000",5466,43,0,5466-idol-nation,,5
"Iglesia ni Mac

1,000",5755,43,0,5755-iglesia-ni-mac,,5
"Ignite.GaMerz

1,000",4360,43,0,4360-ignite-gamerz,,5
"Illusionary Gaming

1,000",2853,43,0,2853-illusionary-gaming,,5
"ilu7ion Gamerz

1,000",5098,43,0,5098-ilu7ion-gamerz,,5
"Imagination+

1,000",4984,43,0,4984-imagination,,5
"ImBa Gaming

1,000",6445,43,0,6445-imba-gaming,,5
"Immortal Fallout

1,000",4785,43,0,4785-immortal-fallout,,5
"ImmortalDouble

1,000",1437,43,0,1437-immortaldouble,,5
"Impact.SG

1,000",6092,43,0,6092-impact-sg,,5
"Imper.br

1,000",3083,43,0,3083-imper-br,,5
"Impulse Gaming

1,000",3418,43,0,3418-impulse-gaming,,5
"Imp€tus

1,000",4477,43,0,4477-imp-tus,,5
"Infamous Individuals

1,000",6216,43,0,6216-infamous-individuals,,5
"Infinitus Gaming

1,000",5560,43,0,5560-infinitus-gaming,,5
"InFlux gaming

1,000",5111,43,0,5111-influx-gaming,,5
"Inglorious Bastards

1,000",5048,43,0,5048-inglorious-bastards,,5
"inmortals

1,000",4577,43,0,4577-inmortals,,5
"Insite

1,000",4063,43,0,4063-insite,,5
"InTeam

1,000",2924,43,0,2924-inteam,,5
"Intellectual Killers

1,000",5101,43,0,5101-intellectual-killers,,5
"International Dota Evolution

1,000",5561,43,0,5561-international-dota-evolution,,5
"Interplay PRO

1,000",4595,43,0,4595-interplay-pro,,5
"Invasion.Gigabyte

1,000",4692,43,0,4692-invasion-gigabyte,,5
"Invoke.Mixed Hazard

1,000",4152,43,0,4152-invoke-mixed-hazard,,5
"INX

1,000",4820,43,0,4820-inx,,5
"Iran DOTA2

1,000",4323,43,0,4323-iran-dota2,,5
"IS BACK

1,000",2790,43,0,2790-is-back,,5
"It's Pro time

1,000",5210,43,0,5210-it-s-pro-time,,5
"iTBank.

1,000",6157,43,0,6157-itbank,,5
"Jai-Ho

1,000",4981,43,0,4981-jai-ho,,5
"JAJAJA

1,000",3877,43,0,3877-jajaja,,5
"Jamais_Vu

1,000",6088,43,0,6088-jamais-vu,,5
"Jambytes

1,000",6252,43,0,6252-jambytes,,5
"Jesus5

1,000",3075,43,0,3075-jesus5,,5
"Jetbalance

1,000",4864,43,0,4864-jetbalance,,5
"Jiggamani

1,000",3461,43,0,3461-jiggamani,,5
"JirobasGaming

1,000",4932,43,0,4932-jirobasgaming,,5
"Join For Fun V2.0

1,000",5424,43,0,5424-join-for-fun-v2-0,,5
"Join2Us

1,000",3424,43,0,3424-join2us,,5
"Joke's On You

1,000",5988,43,0,5988-joke-s-on-you,,5
"Josh Tabak Dota

1,000",2970,43,0,2970-josh-tabak-dota,,5
"JoY

1,000",5040,43,0,5040-joy,,5
"Judiska Dotaföreningen

1,000",2661,43,0,2661-judiska-dotaforeningen,,5
"Jump Around

1,000",6045,43,0,6045-jump-around,,5
"Junior's

1,000",4940,43,0,4940-junior-s,,5
"JunkyS

1,000",2617,43,0,2617-junkys,,5
"Justice

1,000",4819,43,0,4819-justice,,5
"Justice Has Come

1,000",3390,43,0,3390-justice-has-come,,5
"K3U

1,000",3302,43,0,3302-k3u,,5
"kakoi`pacan?

1,000",4758,43,0,4758-kakoi-pacan,,5
"Kalashnikovmx

1,000",4495,43,0,4495-kalashnikovmx,,5
"Kappa!

1,000",6069,43,0,6069-kappa,,5
"Karatefemman

1,000",2327,43,0,2327-karatefemman,,5
"KASANDRA

1,000",6266,43,0,6266-kasandra,,5
"Kaskus Clan Team

1,000",3220,43,0,3220-kaskus-clan-team,,5
"Keep Dreaming

1,000",2192,43,0,2192-keep-dreaming,,5
"Keep Running

1,000",3783,43,0,3783-keep-running,,5
"Kensurf Gaming

1,000",4367,43,0,4367-kensurf-gaming,,5
"KevinSama

1,000",6447,43,0,6447-kevinsama,,5
"KeySmash Gaming

1,000",4242,43,0,4242-keysmash-gaming,,5
"Kickinguuu!

1,000",5576,43,0,5576-kickinguuu,,5
"Kill 2 Win Gaming

1,000",3071,43,0,3071-kill-2-win-gaming,,5
"Kill it with fire

1,000",2303,43,0,2303-kill-it-with-fire,,5
"Kill Stealers

1,000",3338,43,0,3338-kill-stealers,,5
"Kill Them All

1,000",5318,43,0,5318-kill-them-all,,5
"King Knights

1,000",3056,43,0,3056-king-knights,,5
"KlanNaDrzewie

1,000",265,43,0,265-klannadrzewie,,5
"Knights of Darkness

1,000",2989,43,0,2989-knights-of-darkness,,5
"KnockDown e-Sports

1,000",4580,43,0,4580-knockdown-e-sports,,5
"Know Your Mushrooms

1,000",5830,43,0,5830-know-your-mushrooms,,5
"known

1,000",2627,43,0,2627-known,,5
"koalasaurio

1,000",5103,43,0,5103-koalasaurio,,5
"Kolyaska*tm

1,000",3030,43,0,3030-kolyaska-tm,,5
"Komi Power

1,000",4756,43,0,4756-komi-power,,5
"Kopa Feeds

1,000",2818,43,0,2818-kopa-feeds,,5
"KostaFive

1,000",4798,43,0,4798-kostafive,,5
"KOYOT TEAM

1,000",2256,43,0,2256-koyot-team,,5
"Kreayshawn Hit Squad

1,000",4440,43,0,4440-kreayshawn-hit-squad,,5
"KROT

1,000",5243,43,0,5243-krot,,5
"Kury

1,000",2289,43,0,2289-kury,,5
"Kvegs of the Korn

1,000",2496,43,0,2496-kvegs-of-the-korn,,5
"La Calle 44

1,000",4564,43,0,4564-la-calle-44,,5
"La Mai

1,000",4050,43,0,4050-la-mai,,5
"laboq

1,000",3373,43,0,3373-laboq,,5
"Lack Of A Better Name

1,000",2445,43,0,2445-lack-of-a-better-name,,5
"LaNs

1,000",4201,43,0,4201-lans,,5
"Lassivos

1,000",3845,43,0,3845-lassivos,,5
"LastPickClinkz

1,000",2430,43,0,2430-lastpickclinkz,,5
"LatinGamers Squad

1,000",6375,43,0,6375-latingamers-squad,,5
"Latinum Pervastate

1,000",6317,43,0,6317-latinum-pervastate,,5
"League Of Extraordinary Gamers

1,000",5831,43,0,5831-league-of-extraordinary-gamers,,5
"Leet Neets

1,000",4326,43,0,4326-leet-neets,,5
"LEFTBEHIND-Gaming

1,000",2384,43,0,2384-leftbehind-gaming,,5
"Legacy Esports Dota

1,000",2258,43,0,2258-legacy-esports-dota,,5
"Legendary Group Eban'ko

1,000",4715,43,0,4715-legendary-group-eban-ko,,5
"Legends from Northside

1,000",5963,43,0,5963-legends-from-northside,,5
"Legends Never Die

1,000",2339,43,0,2339-legends-never-die,,5
"Legi0n GaminG

1,000",6337,43,0,6337-legi0n-gaming,,5
"Legion Of Doom

1,000",5090,43,0,5090-legion-of-doom,,5
"LGR

1,000",5726,43,0,5726-lgr,,5
"Li3 To PlaY

1,000",4359,43,0,4359-li3-to-play,,5
"Life Force

1,000",5069,43,0,5069-life-force,,5
"LifeForGame

1,000",4699,43,0,4699-lifeforgame,,5
"Light_beaVers

1,000",4698,43,0,4698-light-beavers,,5
"Like Victory

1,000",3805,43,0,3805-like-victory,,5
"Line of Sight

1,000",4400,43,0,4400-line-of-sight,,5
"LiveAction

1,000",6035,43,0,6035-liveaction,,5
"LOGIC.BD

1,000",5744,43,0,5744-logic-bd,,5
"logiX e.V.

1,000",2291,43,0,2291-logix-e-v,,5
"Lord Slug

1,000",6095,43,0,6095-lord-slug,,5
"Los Amigos del BrONXOTE!!

1,000",3981,43,0,3981-los-amigos-del-bronxote,,5
"Los Chacais

1,000",3962,43,0,3962-los-chacais,,5
"LoS PesoaS

1,000",3828,43,0,3828-los-pesoas,,5
"Los Puntuales

1,000",2264,43,0,2264-los-puntuales,,5
"LosMierdas

1,000",2969,43,0,2969-losmierdas,,5
"Lotus

1,000",2638,43,0,2638-lotus,,5
"Lotus Gaming

1,000",2804,43,0,2804-lotus-gaming,,5
"Lova`Lova

1,000",6027,43,0,6027-lova-lova,,5
"LoveX3

1,000",3524,43,0,3524-lovex3,,5
"Luck is no excuse

1,000",2888,43,0,2888-luck-is-no-excuse,,5
"Luxory Gaming

1,000",5280,43,0,5280-luxory-gaming,,5
"M.Ace

1,000",2967,43,0,2967-m-ace,,5
"M0nkeys

1,000",5948,43,0,5948-m0nkeys,,5
"Magic Monkey|[Rc]

1,000",6363,43,0,6363-magic-monkey-rc,,5
"MaikZ<3

1,000",6255,43,0,6255-maikz-3,,5
"Main Tenang

1,000",5197,43,0,5197-main-tenang,,5
"Malice Army

1,000",2432,43,0,2432-malice-army,,5
"Maniacal Logic

1,000",4779,43,0,4779-maniacal-logic,,5
"Maphya

1,000",6461,43,0,6461-maphya,,5
"Mapp

1,000",3864,43,0,3864-mapp,,5
"Massacres

1,000",4506,43,0,4506-massacres,,5
"MassiveAttack

1,000",2517,43,0,2517-massiveattack,,5
"Master Rascals

1,000",2345,43,0,2345-master-rascals,,5
"MASTERMINDS

1,000",3295,43,0,3295-masterminds,,5
"Masters of Fate

1,000",5240,43,0,5240-masters-of-fate,,5
"Masters!

1,000",5382,43,0,5382-masters,,5
"MATJAHASTY

1,000",6059,43,0,6059-matjahasty,,5
"Matra Gaming

1,000",3187,43,0,3187-matra-gaming,,5
"Maus from Na`Vi

1,000",3380,43,0,3380-maus-from-na-vi,,5
"Max Power Attack

1,000",6018,43,0,6018-max-power-attack,,5
"Maximum Drunkenness

1,000",4095,43,0,4095-maximum-drunkenness,,5
"MaxPain

1,000",4591,43,0,4591-maxpain,,5
"MAXSHFS

1,000",2013,43,0,2013-maxshfs,,5
"McX

1,000",2874,43,0,2874-mcx,,5
"Medyo Badboy

1,000",5760,43,0,5760-medyo-badboy,,5
"MegaCreep`s

1,000",4710,43,0,4710-megacreep-s,,5
"mengski.NET

1,000",3679,43,0,3679-mengski-net,,5
"Metalgreymon

1,000",5937,43,0,5937-metalgreymon,,5
"MeTaMorP

1,000",6456,43,0,6456-metamorp,,5
"MIA Gaming

1,000",4146,43,0,4146-mia-gaming,,5
"Micans Nitore

1,000",4618,43,0,4618-micans-nitore,,5
"MicroGaming

1,000",3903,43,0,3903-microgaming,,5
"Midnight Cats

1,000",4704,43,0,4704-midnight-cats,,5
"Midnight Dotarians

1,000",6330,43,0,6330-midnight-dotarians,,5
"Mineski Grounds

1,000",6119,43,0,6119-mineski-grounds,,5
"Mirage|Stratos

1,000",4964,43,0,4964-mirage-stratos,,5
"Mitch is a Baddy

1,000",5051,43,0,5051-mitch-is-a-baddy,,5
"MITEX

1,000",1984,43,0,1984-mitex,,5
"MkTr PUCP

1,000",3688,43,0,3688-mktr-pucp,,5
"Mobility-Gaming

1,000",2927,43,0,2927-mobility-gaming,,5
"MoD.Gaming

1,000",6328,43,0,6328-mod-gaming,,5
"mohammad

1,000",5447,43,0,5447-mohammad,,5
"Mojo Jojo

1,000",2113,43,0,2113-mojo-jojo,,5
"Monk_D and Friends

1,000",3749,43,0,3749-monk-d-and-friends,,5
"Monkey on a Bike

1,000",3949,43,0,3949-monkey-on-a-bike,,5
"mother of GOD

1,000",5293,43,0,5293-mother-of-god,,5
"Mr. Bones and the Wild Rides

1,000",3594,43,0,3594-mr-bones-and-the-wild-rides,,5
"mWini4

1,000",2535,43,0,2535-mwini4,,5
"myGameLegends

1,000",5939,43,0,5939-mygamelegends,,5
"N-()-()-B

1,000",5410,43,0,5410-n-b,,5
"N4noGam1ng

1,000",5720,43,0,5720-n4nogam1ng,,5
"NAGIBAY-DOTA

1,000",5249,43,0,5249-nagibay-dota,,5
"Native Forest

1,000",4198,43,0,4198-native-forest,,5
"Nebula

1,000",3841,43,0,3841-nebula,,5
"Negrorus Grosere

1,000",3342,43,0,3342-negrorus-grosere,,5
"NEGS

1,000",6369,43,0,6369-negs,,5
"Neo

1,000",3558,43,0,3558-neo,,5
"Netolic.SA

1,000",6327,43,0,6327-netolic-sa,,5
"NeV3R

1,000",5313,43,0,5313-nev3r,,5
"Never Back Down

1,000",4373,43,0,4373-never-back-down,,5
"Never End With A sad Yesterday

1,000",3176,43,0,3176-never-end-with-a-sad-yesterday,,5
"Never Gonna Giveup

1,000",4997,43,0,4997-never-gonna-giveup,,5
"New Dota Power

1,000",5054,43,0,5054-new-dota-power,,5
"New Dota Style

1,000",5418,43,0,5418-new-dota-style,,5
"New Game Zone

1,000",4518,43,0,4518-new-game-zone,,5
"New School Gaming

1,000",4720,43,0,4720-new-school-gaming,,5
"New World Order

1,000",4963,43,0,4963-new-world-order,,5
"New World Order of Dota

1,000",6120,43,0,6120-new-world-order-of-dota,,5
"NewBorn

1,000",5112,43,0,5112-newborn,,5
"Nextrush Gaming

1,000",5480,43,0,5480-nextrush-gaming,,5
"Nexuz Gaming

1,000",6361,43,0,6361-nexuz-gaming,,5
"NG

1,000",5647,43,0,5647-ng,,5
"nGu

1,000",2938,43,0,2938-ngu,,5
"Night Legion

1,000",4232,43,0,4232-night-legion,,5
"Nights Soldiers eSport

1,000",5864,43,0,5864-nights-soldiers-esport,,5
"NightWolf-Relax

1,000",4304,43,0,4304-nightwolf-relax,,5
"ninja power

1,000",3050,43,0,3050-ninja-power,,5
"Nirvana Gaming

1,000",4512,43,0,4512-nirvana-gaming,,5
"Nirvana.pe

1,000",3784,43,0,3784-nirvana-pe,,5
"Nirvana.ua

1,000",2835,43,0,2835-nirvana-ua,,5
"No Fear

1,000",5036,43,0,5036-no-fear,,5
"no nyx assasin

1,000",6397,43,0,6397-no-nyx-assasin,,5
"No Podrán Ganarnos

1,000",4430,43,0,4430-no-podran-ganarnos,,5
"NO RULES

1,000",6141,43,0,6141-no-rules,,5
"No Silence

1,000",6334,43,0,6334-no-silence,,5
"No Titles

1,000",5141,43,0,5141-no-titles,,5
"NO WARDS NO GLORY

1,000",5073,43,0,5073-no-wards-no-glory,,5
"No'Copy

1,000",5955,43,0,5955-no-copy,,5
"NoBatrider

1,000",6455,43,0,6455-nobatrider,,5
"NoBatzz

1,000",4982,43,0,4982-nobatzz,,5
"NoDragonClaw

1,000",5950,43,0,5950-nodragonclaw,,5
"NoLoneDruid

1,000",5533,43,0,5533-nolonedruid,,5
"Non_Impressive_Gamer

1,000",3080,43,0,3080-non-impressive-gamer,,5
"Noob-Gaming

1,000",5420,43,0,5420-noob-gaming,,5
"Noobie Viet

1,000",6186,43,0,6186-noobie-viet,,5
"North Lion

1,000",3002,43,0,3002-north-lion,,5
"Northern Dresden Donkeys

1,000",2912,43,0,2912-northern-dresden-donkeys,,5
"Noster Electus

1,000",5962,43,0,5962-noster-electus,,5
"Nota Gaming

1,000",1106,43,0,1106-nota-gaming,,5
"Nothing Special

1,000",4241,43,0,4241-nothing-special,,5
"NOVA Multigaming Organisation

1,000",2902,43,0,2902-nova-multigaming-organisation,,5
"Noxious

1,000",2538,43,0,2538-noxious,,5
"Noxious Gaming

1,000",3181,43,0,3181-noxious-gaming,,5
"ob.cl

1,000",2487,43,0,2487-ob-cl,,5
"Oblitus Prime

1,000",5430,43,0,5430-oblitus-prime,,5
"Obscure. Gaming

1,000",2284,43,0,2284-obscure-gaming,,5
"of Heaven

1,000",2925,43,0,2925-of-heaven,,5
"Of Unkown Origin

1,000",3945,43,0,3945-of-unkown-origin,,5
"Old Ladies Gang

1,000",5074,43,0,5074-old-ladies-gang,,5
"Old School Clan DOTA2

1,000",2188,43,0,2188-old-school-clan-dota2,,5
"On-Fire

1,000",6291,43,0,6291-on-fire,,5
"One Love Marley

1,000",5646,43,0,5646-one-love-marley,,5
"OneSix7L

1,000",6123,43,0,6123-onesix7l,,5
"onlyLamers

1,000",3522,43,0,3522-onlylamers,,5
"Operasyon AL

1,000",2696,43,0,2696-operasyon-al,,5
"Optimus Optimis

1,000",4586,43,0,4586-optimus-optimis,,5
"Orange Knight Club

1,000",2783,43,0,2783-orange-knight-club,,5
"Ordalia

1,000",2637,43,0,2637-ordalia,,5
"Ordinis SanctusGeorg

1,000",5736,43,0,5736-ordinis-sanctusgeorg,,5
"Orel GO!

1,000",6115,43,0,6115-orel-go,,5
"oRly

1,000",3043,43,0,3043-orly,,5
"Osuruk

1,000",2125,43,0,2125-osuruk,,5
"Otaku Gamer Brasil

1,000",4099,43,0,4099-otaku-gamer-brasil,,5
"OtherWise

1,000",2135,43,0,2135-otherwise,,5
"Otown

1,000",2947,43,0,2947-otown,,5
"OTZHIMAI

1,000",3603,43,0,3603-otzhimai,,5
"Our Desire

1,000",3953,43,0,3953-our-desire,,5
"OvaloNet

1,000",3174,43,0,3174-ovalonet,,5
"Over 9K latency

1,000",3736,43,0,3736-over-9k-latency,,5
"OverDrive

1,000",6152,43,0,6152-overdrive,,5
"Paid Your Price

1,000",3472,43,0,3472-paid-your-price,,5
"paiN.Girls

1,000",2180,43,0,2180-pain-girls,,5
"PajjenGaming

1,000",2564,43,0,2564-pajjengaming,,5
"Palatka Crew

1,000",6049,43,0,6049-palatka-crew,,5
"PamuGas

1,000",2041,43,0,2041-pamugas,,5
"Panda

1,000",3631,43,0,3631-panda,,5
"PANDORA

1,000",3279,43,0,3279-pandora,,5
"Papetiweee

1,000",3793,43,0,3793-papetiweee,,5
"PARTZUFIM IZIK

1,000",4594,43,0,4594-partzufim-izik,,5
"PeesPlay Gaming

1,000",4051,43,0,4051-peesplay-gaming,,5
"Penguin Massacre

1,000",5431,43,0,5431-penguin-massacre,,5
"Perniciosus Maiores oculus Fidelis

1,000",3792,43,0,3792-perniciosus-maiores-oculus-fidelis,,5
"Perpetuum Mobile

1,000",2861,43,0,2861-perpetuum-mobile,,5
"Persian Immortal Warriors

1,000",5770,43,0,5770-persian-immortal-warriors,,5
"Petrovsky Guyz

1,000",5080,43,0,5080-petrovsky-guyz,,5
"Phantom

1,000",3231,43,0,3231-phantom,,5
"PhantomZ.PH

1,000",3069,43,0,3069-phantomz-ph,,5
"Phase Killers

1,000",5118,43,0,5118-phase-killers,,5
"Phenomenon

1,000",5528,43,0,5528-phenomenon,,5
"Phi

1,000",6371,43,0,6371-phi,,5
"Philippine Untouchables

1,000",4285,43,0,4285-philippine-untouchables,,5
"Phoenix Ember

1,000",5126,43,0,5126-phoenix-ember,,5
"Picasso Gaming Dota

1,000",4189,43,0,4189-picasso-gaming-dota,,5
"PigsMightFly2

1,000",4334,43,0,4334-pigsmightfly2,,5
"PinkPony

1,000",6068,43,0,6068-pinkpony,,5
"PiratesOfTeEast

1,000",5710,43,0,5710-piratesofteeast,,5
"Pix Fula Gaming

1,000",5832,43,0,5832-pix-fula-gaming,,5
"Pizdec United

1,000",2667,43,0,2667-pizdec-united,,5
"Play Station Generation

1,000",5148,43,0,5148-play-station-generation,,5
"PlayGENEesport

1,000",2844,43,0,2844-playgeneesport,,5
"PlayWithHonor

1,000",3958,43,0,3958-playwithhonor,,5
"Pluszowe Misie

1,000",3074,43,0,3074-pluszowe-misie,,5
"PMS Asterisk*

1,000",6296,43,0,6296-pms-asterisk,,5
"Poder Cosmico 2000

1,000",4011,43,2000,4011-poder-cosmico-2000,,5
"PoKer

1,000",3983,43,0,3983-poker,,5
"pon

1,000",4185,43,0,4185-pon,,5
"Posooda gaming

1,000",2316,43,0,2316-posooda-gaming,,5
"Post Mortem Gaming

1,000",4590,43,0,4590-post-mortem-gaming,,5
"Potato Team

1,000",2819,43,0,2819-potato-team,,5
"potm bottom!

1,000",2439,43,0,2439-potm-bottom,,5
"Power.tm

1,000",3633,43,0,3633-power-tm,,5
"PowerPlays

1,000",2223,43,0,2223-powerplays,,5
"PrisM

1,000",4429,43,0,4429-prism,,5
"Pro Gaming Style

1,000",3790,43,0,3790-pro-gaming-style,,5
"prodigy

1,000",2396,43,0,2396-prodigy,,5
"Professional Gaming Community

1,000",2899,43,0,2899-professional-gaming-community,,5
"PROSTO

1,000",4783,43,0,4783-prosto,,5
"Proud To Be

1,000",2324,43,0,2324-proud-to-be,,5
"ProVersion

1,000",4036,43,0,4036-proversion,,5
"ProVersion Gaming Team

1,000",4846,43,0,4846-proversion-gaming-team,,5
"Præ Turba

1,000",3942,43,0,3942-prae-turba,,5
"Puerko.Net

1,000",6324,43,0,6324-puerko-net,,5
"PugakGamingStyle

1,000",4914,43,0,4914-pugakgamingstyle,,5
"Punishers

1,000",4081,43,0,4081-punishers,,5
"Pure Camomile Jam

1,000",1474,43,0,1474-pure-camomile-jam,,5
"push top

1,000",2991,43,0,2991-push-top,,5
"Pwned!

1,000",4172,43,0,4172-pwned,,5
"Pyjama Banana

1,000",2742,43,0,2742-pyjama-banana,,5
"QoP Top

1,000",3022,43,0,3022-qop-top,,5
"Qube

1,000",6381,43,0,6381-qube,,5
"Que-Sports

1,000",4292,43,0,4292-que-sports,,5
"Queenz

1,000",4950,43,0,4950-queenz,,5
"Question Mark.

1,000",2692,43,0,2692-question-mark,,5
"QuetzaL.

1,000",2274,43,0,2274-quetzal,,5
"qwert

1,000",3045,43,0,3045-qwert,,5
"qwerty12345

1,000",6191,43,12345,6191-qwerty12345,,5
"raanara

1,000",6279,43,0,6279-raanara,,5
"Raccoon Pro Legends

1,000",6043,43,0,6043-raccoon-pro-legends,,5
"RageAndFury Esports

1,000",4842,43,0,4842-rageandfury-esports,,5
"Rainbow Kitty's

1,000",3570,43,0,3570-rainbow-kitty-s,,5
"Rambo Gaming

1,000",6378,43,0,6378-rambo-gaming,,5
"RampageDota

1,000",4674,43,0,4674-rampagedota,,5
"RananeT

1,000",4438,43,0,4438-rananet,,5
"Random

1,000",1505,43,0,1505-random,,5
"random skill

1,000",5178,43,0,5178-random-skill,,5
"Random Team

1,000",3531,43,0,3531-random-team,,5
"random5

1,000",2233,43,0,2233-random5,,5
"Ranked

1,000",3775,43,0,3775-ranked,,5
"Rapier the Unicorn

1,000",3422,43,0,3422-rapier-the-unicorn,,5
"RCTIC eSports

1,000",3530,43,0,3530-rctic-esports,,5
